"","X","SiteUID","Paper_ID","Treatment","UniqueFragID","Fragment_size_ha","Response","Sample_size_sum","Mist_net_hours","site_value","Cont_Paper_ID","Cont_SiteUID","Cont_UniqueFragID","Cont_Fragment_size_ha","Cont_Sample_size_sum","Cont_Value","lnRR","Comparison","Type","Partner_Paper_ID","Partner_SiteUID","Partner_UniqueFragID","Partner_Fragment_size_ha","Partner_Sample_size_sum","Partner_site_value","Response_site","Mist_net_hours_site","Sample_size","Rate","Treatment_site","UniqueFragID_site","Unique_name","Fragment_size_ha_site","Latitude","Longitude","Matrix_mean","Forest_Group","Elevation","Rainfall_mm","Forest_type","Country","Publication.Year","SiteUID_new","Cont_loc_key_new","Cont_SiteUID_generated_new","Cont_SiteUID_new","pooled_cont_new","lnRR_input","Value","nt","nc","nt_fix","nc_fix","vi_raw","vi","se_obs","lnRR_for_plot","Elevation_s","Rainfall_mm_s","Latitude_s","Longitude_s","Fragment_size_ha_s","forest_area_ref_ha","log_forest_area_ref","log_forest_area_ref_s","log_size_small","log_size_small_s","lnRR_plot"
"310",313,"Frag__9_3.48_102.24_115_NA",9,"Frag","9_3.48_102.24_115_NA",115,13,1,17,13,NA,NA,NA,NA,NA,NA,-0.200670695462151,"Frag_vs_Frag","SR_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,1,16,13,17,1,0.764705882352941,"Frag","9_3.48_102.24_115_NA",NA,115,3.48,102.24,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.24_115_NA",NA,NA,NA,FALSE,13,13,1,1,1,1,2,2,1.4142135623731,0.200670695462151,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00146268710723,-0.0465756316977634,5225,8.56121007683301,1.39501860834698,4.74493212836325,0.973385512771187,0.200670695462151
"311",314,"Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,7,1,16,7,NA,NA,NA,NA,NA,NA,-0.587786664902119,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.24_115_NA","9_3.48_102.24_115_NA",115,1,13,7,16,1,0.4375,"Frag","9_3.45_102.1_32_NA",NA,32,3.45,102.1,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,7,7,1,1,1,1,2,2,1.4142135623731,0.587786664902119,-0.213157542708155,-0.154341945150795,-0.235543047486558,0.999845264311617,-0.190167649952843,115,4.74493212836325,-0.144685255389201,3.46573590279973,0.360284787651859,0.587786664902119
"312",315,"Frag__9_3.48_102.24_115_NA",9,"Frag","9_3.48_102.24_115_NA",115,13,1,17,13,NA,NA,NA,NA,NA,NA,-0.417735200699979,"Frag_vs_Frag","SR_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,1,20,13,17,1,0.764705882352941,"Frag","9_3.48_102.24_115_NA",NA,115,3.48,102.24,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.24_115_NA",NA,NA,NA,FALSE,13,13,1,1,1,1,2,2,1.4142135623731,0.417735200699979,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00146268710723,-0.0465756316977634,443,6.09356977004514,0.399431974989756,4.74493212836325,0.973385512771187,0.417735200699979
"313",316,"Frag__9_3.47_102.35_3_NA",9,"Frag","9_3.47_102.35_3_NA",3,2,1,5,2,NA,NA,NA,NA,NA,NA,-1.68639895357023,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.24_115_NA","9_3.48_102.24_115_NA",115,1,13,2,5,1,0.4,"Frag","9_3.47_102.35_3_NA",NA,3,3.47,102.35,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.35_3_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,1.68639895357023,-0.213157542708155,-0.154341945150795,-0.23410004284978,1.00273351930378,-0.240338355126304,115,4.74493212836325,-0.144685255389201,1.09861228866811,-0.774244204279654,1.68639895357023
"314",317,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,0.82098055206983,"Frag_vs_Frag","SR_level",9,"Frag__9_3.22_102.19_551_NA","9_3.22_102.19_551_NA",551,1,5,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,-0.82098055206983,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,551,6.31173480915291,0.487452176395971,4.67282883446191,0.938827420047819,-0.82098055206983
"315",318,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.27763173659828,"Frag_vs_Frag","SR_level",9,"Frag__9_3.23_102.1_2883_NA","9_3.23_102.1_2883_NA",2883,1,16,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.27763173659828,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,2883,7.9665866976384,1.15511367302095,4.67282883446191,0.938827420047819,0.27763173659828
"316",319,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.444685821261446,"Frag_vs_Frag","SR_level",9,"Frag__9_3.26_102.11_11339_NA","9_3.26_102.11_11339_NA",11339,1,19,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.444685821261446,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,11339,9.33600338997184,1.70761435581217,4.67282883446191,0.938827420047819,0.444685821261446
"317",320,"Frag__9_3.33_102.23_44_NA",9,"Frag","9_3.33_102.23_44_NA",44,5,1,9,5,NA,NA,NA,NA,NA,NA,-0.82098055206983,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,5,9,1,0.555555555555556,"Frag","9_3.33_102.23_44_NA",NA,44,3.33,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.33_102.23_44_NA",NA,NA,NA,FALSE,5,5,1,1,1,1,2,2,1.4142135623731,0.82098055206983,-0.213157542708155,-0.154341945150795,-0.244201075307224,1.00134715690754,-0.169407358156928,107,4.67282883446191,-0.173775830474939,3.78418963391826,0.512915173486306,0.82098055206983
"318",321,"Frag__9_3.36_102.24_100_NA",9,"Frag","9_3.36_102.24_100_NA",100,9,1,14,9,NA,NA,NA,NA,NA,NA,-0.27443684570176,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,9,14,1,0.642857142857143,"Frag","9_3.36_102.24_100_NA",NA,100,3.36,102.24,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.36_102.24_100_NA",NA,NA,NA,FALSE,9,9,1,1,1,1,2,2,1.4142135623731,0.27443684570176,-0.213157542708155,-0.154341945150795,-0.242036568352058,1.00146268710723,-0.0725259964426573,107,4.67282883446191,-0.173775830474939,4.60517018598809,0.906399583246147,0.27443684570176
"319",322,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,0.82098055206983,"Frag_vs_Frag","SR_level",9,"Frag__9_3.36_102.25_122_NA","9_3.36_102.25_122_NA",122,1,5,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,-0.82098055206983,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,122,4.80402104473326,-0.120845421376229,4.67282883446191,0.938827420047819,-0.82098055206983
"320",323,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.148420005118273,"Frag_vs_Frag","SR_level",9,"Frag__9_3.37_101.58_1838_NA","9_3.37_101.58_1838_NA",1838,1,14,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.148420005118273,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,1838,7.51643330291563,0.973496157083326,4.67282883446191,0.938827420047819,0.148420005118273
"321",324,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.336472236621213,"Frag_vs_Frag","SR_level",9,"Frag__9_3.38_101.58_400_NA","9_3.38_101.58_400_NA",400,1,17,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.336472236621213,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,400,5.99146454710798,0.358236913103077,4.67282883446191,0.938827420047819,0.336472236621213
"322",325,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.27763173659828,"Frag_vs_Frag","SR_level",9,"Frag__9_3.39_102.23_319_NA","9_3.39_102.23_319_NA",319,1,16,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.27763173659828,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,319,5.76519110278484,0.266945319254436,4.67282883446191,0.938827420047819,0.27763173659828
"323",326,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,0.385662480811985,"Frag_vs_Frag","SR_level",9,"Frag__9_3.39_102.24_300_NA","9_3.39_102.24_300_NA",300,1,8,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,-0.385662480811985,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,300,5.7037824746562,0.24216958140905,4.67282883446191,0.938827420047819,-0.385662480811985
"324",327,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.215111379616946,"Frag_vs_Frag","SR_level",9,"Frag__9_3.41_101.53_1356_NA","9_3.41_101.53_1356_NA",1356,1,15,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.215111379616946,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,1356,7.21229446850034,0.850789230390732,4.67282883446191,0.938827420047819,0.215111379616946
"325",328,"Frag__9_3.41_102.05_35_NA",9,"Frag","9_3.41_102.05_35_NA",35,12,1,8,12,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,12,8,1,1.5,"Frag","9_3.41_102.05_35_NA",NA,35,3.41,102.05,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.05_35_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0,-0.213157542708155,-0.154341945150795,-0.238429056760114,0.999267613313184,-0.184977577003864,107,4.67282883446191,-0.173775830474939,3.55534806148941,0.403234632542115,0
"326",329,"Frag__9_3.41_102.19_31_NA",9,"Frag","9_3.41_102.19_31_NA",31,11,1,15,11,NA,NA,NA,NA,NA,NA,-0.083381608939051,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,11,15,1,0.733333333333333,"Frag","9_3.41_102.19_31_NA",NA,31,3.41,102.19,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.19_31_NA",NA,NA,NA,FALSE,11,11,1,1,1,1,2,2,1.4142135623731,0.083381608939051,-0.213157542708155,-0.154341945150795,-0.238429056760114,1.0008850361088,-0.191897674269169,107,4.67282883446191,-0.173775830474939,3.43398720448515,0.345068083936454,0.083381608939051
"327",330,"Frag__9_3.42_102.08_100_NA",9,"Frag","9_3.42_102.08_100_NA",100,12,1,27,12,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,12,27,1,0.444444444444444,"Frag","9_3.42_102.08_100_NA",NA,100,3.42,102.08,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.42_102.08_100_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0,-0.213157542708155,-0.154341945150795,-0.237707554441725,0.999614203912244,-0.0725259964426573,107,4.67282883446191,-0.173775830474939,4.60517018598809,0.906399583246147,0
"328",331,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,0.083381608939051,"Frag_vs_Frag","SR_level",9,"Frag__9_3.42_102.27_353_NA","9_3.42_102.27_353_NA",353,1,11,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,-0.083381608939051,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,353,5.8664680569333,0.307806210341347,4.67282883446191,0.938827420047819,-0.083381608939051
"329",332,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.494696241836107,"Frag_vs_Frag","SR_level",9,"Frag__9_3.43_101.56_160_NA","9_3.43_101.56_160_NA",160,1,20,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.494696241836107,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,160,5.07517381523383,-0.0114469514430042,4.67282883446191,0.938827420047819,0.494696241836107
"330",333,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.27763173659828,"Frag_vs_Frag","SR_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,1,16,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.27763173659828,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,5225,8.56121007683301,1.39501860834698,4.67282883446191,0.938827420047819,0.27763173659828
"331",334,"Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,7,1,16,7,NA,NA,NA,NA,NA,NA,-0.510825623765991,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,7,16,1,0.4375,"Frag","9_3.45_102.1_32_NA",NA,32,3.45,102.1,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,7,7,1,1,1,1,2,2,1.4142135623731,0.510825623765991,-0.213157542708155,-0.154341945150795,-0.235543047486558,0.999845264311617,-0.190167649952843,107,4.67282883446191,-0.173775830474939,3.46573590279973,0.360284787651859,0.510825623765991
"332",335,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.494696241836107,"Frag_vs_Frag","SR_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,1,20,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.494696241836107,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,443,6.09356977004514,0.399431974989756,4.67282883446191,0.938827420047819,0.494696241836107
"333",336,"Frag__9_3.47_102.35_3_NA",9,"Frag","9_3.47_102.35_3_NA",3,2,1,5,2,NA,NA,NA,NA,NA,NA,-1.6094379124341,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.28_107_NA","9_3.48_102.28_107_NA",107,1,12,2,5,1,0.4,"Frag","9_3.47_102.35_3_NA",NA,3,3.47,102.35,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.35_3_NA",NA,NA,NA,FALSE,2,2,1,1,1,1,2,2,1.4142135623731,1.6094379124341,-0.213157542708155,-0.154341945150795,-0.23410004284978,1.00273351930378,-0.240338355126304,107,4.67282883446191,-0.173775830474939,1.09861228866811,-0.774244204279654,1.6094379124341
"334",337,"Frag__9_3.48_102.28_107_NA",9,"Frag","9_3.48_102.28_107_NA",107,12,1,16,12,NA,NA,NA,NA,NA,NA,-0.0769610411361283,"Frag_vs_Frag","SR_level",9,"Frag__9_3.48_102.24_115_NA","9_3.48_102.24_115_NA",115,1,13,12,16,1,0.75,"Frag","9_3.48_102.28_107_NA",NA,107,3.48,102.28,"Production_forests","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.48_102.28_107_NA",NA,NA,NA,FALSE,12,12,1,1,1,1,2,2,1.4142135623731,0.0769610411361283,-0.213157542708155,-0.154341945150795,-0.233378540531392,1.00192480790597,-0.0604158262283735,115,4.74493212836325,-0.144685255389201,4.67282883446191,0.938827420047819,0.0769610411361283
"335",338,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,1.26566637333128,"Frag_vs_Frag","SR_level",9,"Frag__9_3.22_102.19_551_NA","9_3.22_102.19_551_NA",551,1,5,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-1.26566637333128,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,551,6.31173480915291,0.487452176395971,3.46573590279973,0.360284787651859,-1.26566637333128
"336",339,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0.167054084663166,"Frag_vs_Frag","SR_level",9,"Frag__9_3.23_102.1_2883_NA","9_3.23_102.1_2883_NA",2883,1,16,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-0.167054084663166,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,2883,7.9665866976384,1.15511367302095,3.46573590279973,0.360284787651859,-0.167054084663166
"337",340,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0,"Frag_vs_Frag","SR_level",9,"Frag__9_3.26_102.11_11339_NA","9_3.26_102.11_11339_NA",11339,1,19,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,0,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,11339,9.33600338997184,1.70761435581217,3.46573590279973,0.360284787651859,0
"338",341,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,1.26566637333128,"Frag_vs_Frag","SR_level",9,"Frag__9_3.33_102.23_44_NA","9_3.33_102.23_44_NA",44,1,5,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-1.26566637333128,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,44,3.78418963391826,-0.532303492510959,3.46573590279973,0.360284787651859,-1.26566637333128
"339",342,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0.719122666963206,"Frag_vs_Frag","SR_level",9,"Frag__9_3.36_102.24_100_NA","9_3.36_102.24_100_NA",100,1,9,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-0.719122666963206,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,100,4.60517018598809,-0.201073182469982,3.46573590279973,0.360284787651859,-0.719122666963206
"340",343,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,1.26566637333128,"Frag_vs_Frag","SR_level",9,"Frag__9_3.36_102.25_122_NA","9_3.36_102.25_122_NA",122,1,5,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-1.26566637333128,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,122,4.80402104473326,-0.120845421376229,3.46573590279973,0.360284787651859,-1.26566637333128
"341",344,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0.296265816143172,"Frag_vs_Frag","SR_level",9,"Frag__9_3.37_101.58_1838_NA","9_3.37_101.58_1838_NA",1838,1,14,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-0.296265816143172,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,1838,7.51643330291563,0.973496157083326,3.46573590279973,0.360284787651859,-0.296265816143172
"342",345,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0.108213584640233,"Frag_vs_Frag","SR_level",9,"Frag__9_3.38_101.58_400_NA","9_3.38_101.58_400_NA",400,1,17,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-0.108213584640233,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,400,5.99146454710798,0.358236913103077,3.46573590279973,0.360284787651859,-0.108213584640233
"343",346,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0.167054084663166,"Frag_vs_Frag","SR_level",9,"Frag__9_3.39_102.23_319_NA","9_3.39_102.23_319_NA",319,1,16,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-0.167054084663166,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,319,5.76519110278484,0.266945319254436,3.46573590279973,0.360284787651859,-0.167054084663166
"344",347,"Frag__9_3.49_102.23_32_NA",9,"Frag","9_3.49_102.23_32_NA",32,19,1,22,19,NA,NA,NA,NA,NA,NA,0.83034830207343,"Frag_vs_Frag","SR_level",9,"Frag__9_3.39_102.24_300_NA","9_3.39_102.24_300_NA",300,1,8,19,22,1,0.863636363636364,"Frag","9_3.49_102.23_32_NA",NA,32,3.49,102.23,"Agriculture","Tropical_Lowland",200,2000,"Dipterocarp","Malaysia",2008,"Frag__9_3.49_102.23_32_NA",NA,NA,NA,FALSE,19,19,1,1,1,1,2,2,1.4142135623731,-0.83034830207343,-0.213157542708155,-0.154341945150795,-0.232657038213003,1.00134715690754,-0.190167649952843,300,5.7037824746562,0.24216958140905,3.46573590279973,0.360284787651859,-0.83034830207343
